Year,StockKeyLabel,FisheriesGuild,Purpose,F,SSB,fishingPressureDescription,stockSizeDescription,landings,catches,discards,AssessmentYear,Flim,Fpa,Bpa,Blim,FMSY,MSYBtrigger
1956,dgs.27.nea,elasmobranch,Advice,0.048,1299360,Harvest rate,Other Stock Size,46951,46951,NA,2018,NA,NA,NA,NA,NA,683340
1957,dgs.27.nea,elasmobranch,Advice,0.048,1270000,Harvest rate,Other Stock Size,45570,45570,NA,2018,NA,NA,NA,NA,NA,683340
1958,dgs.27.nea,elasmobranch,Advice,0.055,1242940,Harvest rate,Other Stock Size,50394,50394,NA,2018,NA,NA,NA,NA,NA,683340
1959,dgs.27.nea,elasmobranch,Advice,0.053,1211870,Harvest rate,Other Stock Size,47394,47394,NA,2018,NA,NA,NA,NA,NA,683340
1960,dgs.27.nea,elasmobranch,Advice,0.062,1184260,Harvest rate,Other Stock Size,53997,53997,NA,2018,NA,NA,NA,NA,NA,683340
1961,dgs.27.nea,elasmobranch,Advice,0.068,1150640,Harvest rate,Other Stock Size,57721,57721,NA,2018,NA,NA,NA,NA,NA,683340
1962,dgs.27.nea,elasmobranch,Advice,0.07,1113810,Harvest rate,Other Stock Size,57256,57256,NA,2018,NA,NA,NA,NA,NA,683340
1963,dgs.27.nea,elasmobranch,Advice,0.079,1077860,Harvest rate,Other Stock Size,62288,62288,NA,2018,NA,NA,NA,NA,NA,683340
1964,dgs.27.nea,elasmobranch,Advice,0.08,1037100,Harvest rate,Other Stock Size,60146,60146,NA,2018,NA,NA,NA,NA,NA,683340
1965,dgs.27.nea,elasmobranch,Advice,0.068,998587,Harvest rate,Other Stock Size,49336,49336,NA,2018,NA,NA,NA,NA,NA,683340
1966,dgs.27.nea,elasmobranch,Advice,0.06,970845,Harvest rate,Other Stock Size,42713,42713,NA,2018,NA,NA,NA,NA,NA,683340
1967,dgs.27.nea,elasmobranch,Advice,0.064,949393,Harvest rate,Other Stock Size,44116,44116,NA,2018,NA,NA,NA,NA,NA,683340
1968,dgs.27.nea,elasmobranch,Advice,0.083,925997,Harvest rate,Other Stock Size,56043,56043,NA,2018,NA,NA,NA,NA,NA,683340
1969,dgs.27.nea,elasmobranch,Advice,0.08,890074,Harvest rate,Other Stock Size,52074,52074,NA,2018,NA,NA,NA,NA,NA,683340
1970,dgs.27.nea,elasmobranch,Advice,0.076,858171,Harvest rate,Other Stock Size,47557,47557,NA,2018,NA,NA,NA,NA,NA,683340
1971,dgs.27.nea,elasmobranch,Advice,0.075,830615,Harvest rate,Other Stock Size,45653,45653,NA,2018,NA,NA,NA,NA,NA,683340
1972,dgs.27.nea,elasmobranch,Advice,0.086,804978,Harvest rate,Other Stock Size,50416,50416,NA,2018,NA,NA,NA,NA,NA,683340
1973,dgs.27.nea,elasmobranch,Advice,0.088,774573,Harvest rate,Other Stock Size,49412,49412,NA,2018,NA,NA,NA,NA,NA,683340
1974,dgs.27.nea,elasmobranch,Advice,0.085,745381,Harvest rate,Other Stock Size,45684,45684,NA,2018,NA,NA,NA,NA,NA,683340
1975,dgs.27.nea,elasmobranch,Advice,0.085,720314,Harvest rate,Other Stock Size,44119,44119,NA,2018,NA,NA,NA,NA,NA,683340
1976,dgs.27.nea,elasmobranch,Advice,0.089,697426,Harvest rate,Other Stock Size,44064,44064,NA,2018,NA,NA,NA,NA,NA,683340
1977,dgs.27.nea,elasmobranch,Advice,0.088,674978,Harvest rate,Other Stock Size,42252,42252,NA,2018,NA,NA,NA,NA,NA,683340
1978,dgs.27.nea,elasmobranch,Advice,0.102,654074,Harvest rate,Other Stock Size,47235,47235,NA,2018,NA,NA,NA,NA,NA,683340
1979,dgs.27.nea,elasmobranch,Advice,0.087,627509,Harvest rate,Other Stock Size,38201,38201,NA,2018,NA,NA,NA,NA,NA,683340
1980,dgs.27.nea,elasmobranch,Advice,0.096,609481,Harvest rate,Other Stock Size,40968,40968,NA,2018,NA,NA,NA,NA,NA,683340
1981,dgs.27.nea,elasmobranch,Advice,0.097,587959,Harvest rate,Other Stock Size,39962,39962,NA,2018,NA,NA,NA,NA,NA,683340
1982,dgs.27.nea,elasmobranch,Advice,0.081,566822,Harvest rate,Other Stock Size,32402,32402,NA,2018,NA,NA,NA,NA,NA,683340
1983,dgs.27.nea,elasmobranch,Advice,0.095,552782,Harvest rate,Other Stock Size,37046,37046,NA,2018,NA,NA,NA,NA,NA,683340
1984,dgs.27.nea,elasmobranch,Advice,0.094,532885,Harvest rate,Other Stock Size,35194,35194,NA,2018,NA,NA,NA,NA,NA,683340
1985,dgs.27.nea,elasmobranch,Advice,0.106,513628,Harvest rate,Other Stock Size,38674,38674,NA,2018,NA,NA,NA,NA,NA,683340
1986,dgs.27.nea,elasmobranch,Advice,0.088,490234,Harvest rate,Other Stock Size,30910,30910,NA,2018,NA,NA,NA,NA,NA,683340
1987,dgs.27.nea,elasmobranch,Advice,0.125,473895,Harvest rate,Other Stock Size,42356,42356,NA,2018,NA,NA,NA,NA,NA,683340
1988,dgs.27.nea,elasmobranch,Advice,0.111,445362,Harvest rate,Other Stock Size,35569,35569,NA,2018,NA,NA,NA,NA,NA,683340
1989,dgs.27.nea,elasmobranch,Advice,0.1,423601,Harvest rate,Other Stock Size,30279,30279,NA,2018,NA,NA,NA,NA,NA,683340
1990,dgs.27.nea,elasmobranch,Advice,0.103,406453,Harvest rate,Other Stock Size,29906,29906,NA,2018,NA,NA,NA,NA,NA,683340
1991,dgs.27.nea,elasmobranch,Advice,0.107,390089,Harvest rate,Other Stock Size,29563,29563,NA,2018,NA,NA,NA,NA,NA,683340
1992,dgs.27.nea,elasmobranch,Advice,0.11,373544,Harvest rate,Other Stock Size,29046,29046,NA,2018,NA,NA,NA,NA,NA,683340
1993,dgs.27.nea,elasmobranch,Advice,0.102,356717,Harvest rate,Other Stock Size,25637,25637,NA,2018,NA,NA,NA,NA,NA,683340
1994,dgs.27.nea,elasmobranch,Advice,0.087,343187,Harvest rate,Other Stock Size,20851,20851,NA,2018,NA,NA,NA,NA,NA,683340
1995,dgs.27.nea,elasmobranch,Advice,0.09,333689,Harvest rate,Other Stock Size,21318,21318,NA,2018,NA,NA,NA,NA,NA,683340
1996,dgs.27.nea,elasmobranch,Advice,0.075,323652,Harvest rate,Other Stock Size,17295,17295,NA,2018,NA,NA,NA,NA,NA,683340
1997,dgs.27.nea,elasmobranch,Advice,0.068,317346,Harvest rate,Other Stock Size,15348,15348,NA,2018,NA,NA,NA,NA,NA,683340
1998,dgs.27.nea,elasmobranch,Advice,0.062,312486,Harvest rate,Other Stock Size,13919,13919,NA,2018,NA,NA,NA,NA,NA,683340
1999,dgs.27.nea,elasmobranch,Advice,0.056,308481,Harvest rate,Other Stock Size,12385,12385,NA,2018,NA,NA,NA,NA,NA,683340
2000,dgs.27.nea,elasmobranch,Advice,0.072,305589,Harvest rate,Other Stock Size,15891,15891,NA,2018,NA,NA,NA,NA,NA,683340
2001,dgs.27.nea,elasmobranch,Advice,0.077,298820,Harvest rate,Other Stock Size,16693,16693,NA,2018,NA,NA,NA,NA,NA,683340
2002,dgs.27.nea,elasmobranch,Advice,0.053,291183,Harvest rate,Other Stock Size,11170,11170,NA,2018,NA,NA,NA,NA,NA,683340
2003,dgs.27.nea,elasmobranch,Advice,0.059,289246,Harvest rate,Other Stock Size,12247,12247,NA,2018,NA,NA,NA,NA,NA,683340
2004,dgs.27.nea,elasmobranch,Advice,0.045,286266,Harvest rate,Other Stock Size,9366,9366,NA,2018,NA,NA,NA,NA,NA,683340
2005,dgs.27.nea,elasmobranch,Advice,0.041,286268,Harvest rate,Other Stock Size,8426,8426,NA,2018,NA,NA,NA,NA,NA,683340
2006,dgs.27.nea,elasmobranch,Advice,0.02,287127,Harvest rate,Other Stock Size,4109,4109,NA,2018,NA,NA,NA,NA,NA,683340
2007,dgs.27.nea,elasmobranch,Advice,0.014,292562,Harvest rate,Other Stock Size,2929,2929,NA,2018,NA,NA,NA,NA,NA,683340
2008,dgs.27.nea,elasmobranch,Advice,0.009,299457,Harvest rate,Other Stock Size,1836,1836,NA,2018,NA,NA,NA,NA,NA,683340
2009,dgs.27.nea,elasmobranch,Advice,0.012,307801,Harvest rate,Other Stock Size,2640,2640,NA,2018,NA,NA,NA,NA,NA,683340
2010,dgs.27.nea,elasmobranch,Advice,0.011,316111,Harvest rate,Other Stock Size,1249,2468,1219,2018,NA,NA,NA,NA,NA,683340
2011,dgs.27.nea,elasmobranch,Advice,0.011,323654,Harvest rate,Other Stock Size,580,2468,1888,2018,NA,NA,NA,NA,NA,683340
2012,dgs.27.nea,elasmobranch,Advice,0.01,331270,Harvest rate,Other Stock Size,261,2468,2207,2018,NA,NA,NA,NA,NA,683340
2013,dgs.27.nea,elasmobranch,Advice,0.01,339268,Harvest rate,Other Stock Size,333,2468,2135,2018,NA,NA,NA,NA,NA,683340
2014,dgs.27.nea,elasmobranch,Advice,0.01,347248,Harvest rate,Other Stock Size,383,2468,2085,2018,NA,NA,NA,NA,NA,683340
2015,dgs.27.nea,elasmobranch,Advice,0.01,355467,Harvest rate,Other Stock Size,237,2468,2231,2018,NA,NA,NA,NA,NA,683340
2016,dgs.27.nea,elasmobranch,Advice,0.009,364039,Harvest rate,Other Stock Size,349,2468,2119,2018,NA,NA,NA,NA,NA,683340
2017,dgs.27.nea,elasmobranch,Advice,0.009,372728,Harvest rate,Other Stock Size,273,2468,2195,2018,NA,NA,NA,NA,NA,683340
2018,dgs.27.nea,elasmobranch,Advice,NA,381466,Harvest rate,Other Stock Size,NA,NA,NA,2018,NA,NA,NA,NA,NA,683340
1950,ele.2737.nea,demersal,Advice,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA
1951,ele.2737.nea,demersal,Advice,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA
1952,ele.2737.nea,demersal,Advice,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA
1953,ele.2737.nea,demersal,Advice,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA
1954,ele.2737.nea,demersal,Advice,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA
1955,ele.2737.nea,demersal,Advice,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA
1956,ele.2737.nea,demersal,Advice,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA
1957,ele.2737.nea,demersal,Advice,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA
1958,ele.2737.nea,demersal,Advice,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA
1959,ele.2737.nea,demersal,Advice,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA
1960,ele.2737.nea,demersal,Advice,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA
1961,ele.2737.nea,demersal,Advice,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA
1962,ele.2737.nea,demersal,Advice,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA
1963,ele.2737.nea,demersal,Advice,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA
1964,ele.2737.nea,demersal,Advice,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA
1965,ele.2737.nea,demersal,Advice,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA
1966,ele.2737.nea,demersal,Advice,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA
1967,ele.2737.nea,demersal,Advice,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA
1968,ele.2737.nea,demersal,Advice,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA
1969,ele.2737.nea,demersal,Advice,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA
1970,ele.2737.nea,demersal,Advice,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA
1971,ele.2737.nea,demersal,Advice,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA
1972,ele.2737.nea,demersal,Advice,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA
1973,ele.2737.nea,demersal,Advice,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA
1974,ele.2737.nea,demersal,Advice,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA
1975,ele.2737.nea,demersal,Advice,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA
1976,ele.2737.nea,demersal,Advice,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA
1977,ele.2737.nea,demersal,Advice,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA
1978,ele.2737.nea,demersal,Advice,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA
1979,ele.2737.nea,demersal,Advice,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA
1980,ele.2737.nea,demersal,Advice,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA
1981,ele.2737.nea,demersal,Advice,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA
1982,ele.2737.nea,demersal,Advice,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA
1983,ele.2737.nea,demersal,Advice,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA
1984,ele.2737.nea,demersal,Advice,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA
1985,ele.2737.nea,demersal,Advice,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA
1986,ele.2737.nea,demersal,Advice,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA
1987,ele.2737.nea,demersal,Advice,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA
1988,ele.2737.nea,demersal,Advice,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA
1989,ele.2737.nea,demersal,Advice,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA
1990,ele.2737.nea,demersal,Advice,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA
1991,ele.2737.nea,demersal,Advice,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA
1992,ele.2737.nea,demersal,Advice,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA
1993,ele.2737.nea,demersal,Advice,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA
1994,ele.2737.nea,demersal,Advice,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA
1995,ele.2737.nea,demersal,Advice,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA
1996,ele.2737.nea,demersal,Advice,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA
1997,ele.2737.nea,demersal,Advice,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA
1998,ele.2737.nea,demersal,Advice,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA
1999,ele.2737.nea,demersal,Advice,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA
2000,ele.2737.nea,demersal,Advice,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA
2001,ele.2737.nea,demersal,Advice,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA
2002,ele.2737.nea,demersal,Advice,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA
2003,ele.2737.nea,demersal,Advice,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA
2004,ele.2737.nea,demersal,Advice,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA
2005,ele.2737.nea,demersal,Advice,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA
2006,ele.2737.nea,demersal,Advice,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA
2007,ele.2737.nea,demersal,Advice,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA
2008,ele.2737.nea,demersal,Advice,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA
2009,ele.2737.nea,demersal,Advice,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA
2010,ele.2737.nea,demersal,Advice,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA
2011,ele.2737.nea,demersal,Advice,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA
2012,ele.2737.nea,demersal,Advice,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA
2013,ele.2737.nea,demersal,Advice,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA
2014,ele.2737.nea,demersal,Advice,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA
2015,ele.2737.nea,demersal,Advice,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA
2016,ele.2737.nea,demersal,Advice,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA
2017,ele.2737.nea,demersal,Advice,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA
2018,ele.2737.nea,demersal,Advice,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,NA,NA,NA,NA
2005,gag.27.nea,elasmobranch,Advice,NA,NA,F,SSB,668,NA,NA,2019,NA,NA,NA,NA,NA,NA
2006,gag.27.nea,elasmobranch,Advice,NA,NA,F,SSB,715,NA,NA,2019,NA,NA,NA,NA,NA,NA
2007,gag.27.nea,elasmobranch,Advice,NA,NA,F,SSB,601,NA,NA,2019,NA,NA,NA,NA,NA,NA
2008,gag.27.nea,elasmobranch,Advice,NA,NA,F,SSB,621,NA,NA,2019,NA,NA,NA,NA,NA,NA
2009,gag.27.nea,elasmobranch,Advice,NA,NA,F,SSB,650,NA,NA,2019,NA,NA,NA,NA,NA,NA
2010,gag.27.nea,elasmobranch,Advice,NA,NA,F,SSB,564,NA,NA,2019,NA,NA,NA,NA,NA,NA
2011,gag.27.nea,elasmobranch,Advice,NA,NA,F,SSB,511,NA,NA,2019,NA,NA,NA,NA,NA,NA
2012,gag.27.nea,elasmobranch,Advice,NA,NA,F,SSB,466,NA,NA,2019,NA,NA,NA,NA,NA,NA
2013,gag.27.nea,elasmobranch,Advice,NA,NA,F,SSB,483,NA,NA,2019,NA,NA,NA,NA,NA,NA
2014,gag.27.nea,elasmobranch,Advice,NA,NA,F,SSB,462,NA,NA,2019,NA,NA,NA,NA,NA,NA
2015,gag.27.nea,elasmobranch,Advice,NA,NA,F,SSB,501,NA,NA,2019,NA,NA,NA,NA,NA,NA
2016,gag.27.nea,elasmobranch,Advice,NA,NA,F,SSB,454,NA,NA,2019,NA,NA,NA,NA,NA,NA
2017,gag.27.nea,elasmobranch,Advice,NA,NA,F,SSB,457,NA,NA,2019,NA,NA,NA,NA,NA,NA
2018,gag.27.nea,elasmobranch,Advice,NA,NA,F,SSB,452,NA,NA,2019,NA,NA,NA,NA,NA,NA
2005,gfb.27.nea,demersal,Advice,NA,1,NA,Biomass Index,2960,2960,NA,2018,NA,NA,NA,NA,NA,NA
2006,gfb.27.nea,demersal,Advice,NA,1,NA,Biomass Index,2686,2686,NA,2018,NA,NA,NA,NA,NA,NA
2007,gfb.27.nea,demersal,Advice,NA,1,NA,Biomass Index,2949,2949,NA,2018,NA,NA,NA,NA,NA,NA
2008,gfb.27.nea,demersal,Advice,NA,1,NA,Biomass Index,2038,2038,NA,2018,NA,NA,NA,NA,NA,NA
2009,gfb.27.nea,demersal,Advice,NA,1,NA,Biomass Index,1311,1311,NA,2018,NA,NA,NA,NA,NA,NA
2010,gfb.27.nea,demersal,Advice,NA,1,NA,Biomass Index,1288,1288,NA,2018,NA,NA,NA,NA,NA,NA
2011,gfb.27.nea,demersal,Advice,NA,1,NA,Biomass Index,2201,2201,NA,2018,NA,NA,NA,NA,NA,NA
2012,gfb.27.nea,demersal,Advice,NA,1,NA,Biomass Index,2641,2641,NA,2018,NA,NA,NA,NA,NA,NA
2013,gfb.27.nea,demersal,Advice,NA,2,NA,Biomass Index,2143,3328,1185,2018,NA,NA,NA,NA,NA,NA
2014,gfb.27.nea,demersal,Advice,NA,1,NA,Biomass Index,2269,3435,1166,2018,NA,NA,NA,NA,NA,NA
2015,gfb.27.nea,demersal,Advice,NA,1,NA,Biomass Index,2174,4242,2068,2018,NA,NA,NA,NA,NA,NA
2016,gfb.27.nea,demersal,Advice,NA,1,NA,Biomass Index,2012,2689,677,2018,NA,NA,NA,NA,NA,NA
2017,gfb.27.nea,demersal,Advice,NA,1,NA,Biomass Index,1503,2016,513,2018,NA,NA,NA,NA,NA,NA
1988,guq.27.nea,elasmobranch,Advice,NA,NA,F,SSB,560,NA,NA,2019,NA,NA,NA,NA,NA,NA
1989,guq.27.nea,elasmobranch,Advice,NA,NA,F,SSB,527,NA,NA,2019,NA,NA,NA,NA,NA,NA
1990,guq.27.nea,elasmobranch,Advice,NA,NA,F,SSB,635,NA,NA,2019,NA,NA,NA,NA,NA,NA
1991,guq.27.nea,elasmobranch,Advice,NA,NA,F,SSB,2509,NA,NA,2019,NA,NA,NA,NA,NA,NA
1992,guq.27.nea,elasmobranch,Advice,NA,NA,F,SSB,4626,NA,NA,2019,NA,NA,NA,NA,NA,NA
1993,guq.27.nea,elasmobranch,Advice,NA,NA,F,SSB,5152,NA,NA,2019,NA,NA,NA,NA,NA,NA
1994,guq.27.nea,elasmobranch,Advice,NA,NA,F,SSB,6455,NA,NA,2019,NA,NA,NA,NA,NA,NA
1995,guq.27.nea,elasmobranch,Advice,NA,NA,F,SSB,6512,NA,NA,2019,NA,NA,NA,NA,NA,NA
1996,guq.27.nea,elasmobranch,Advice,NA,NA,F,SSB,7168,NA,NA,2019,NA,NA,NA,NA,NA,NA
1997,guq.27.nea,elasmobranch,Advice,NA,NA,F,SSB,8182,NA,NA,2019,NA,NA,NA,NA,NA,NA
1998,guq.27.nea,elasmobranch,Advice,NA,NA,F,SSB,7705,NA,NA,2019,NA,NA,NA,NA,NA,NA
1999,guq.27.nea,elasmobranch,Advice,NA,NA,F,SSB,6484,NA,NA,2019,NA,NA,NA,NA,NA,NA
2000,guq.27.nea,elasmobranch,Advice,NA,NA,F,SSB,7059,NA,NA,2019,NA,NA,NA,NA,NA,NA
2001,guq.27.nea,elasmobranch,Advice,NA,NA,F,SSB,10105,NA,NA,2019,NA,NA,NA,NA,NA,NA
2002,guq.27.nea,elasmobranch,Advice,NA,NA,F,SSB,8093,NA,NA,2019,NA,NA,NA,NA,NA,NA
2003,guq.27.nea,elasmobranch,Advice,NA,NA,F,SSB,10876,NA,NA,2019,NA,NA,NA,NA,NA,NA
2004,guq.27.nea,elasmobranch,Advice,NA,NA,F,SSB,9031,NA,NA,2019,NA,NA,NA,NA,NA,NA
2005,guq.27.nea,elasmobranch,Advice,NA,NA,F,SSB,1147,NA,NA,2019,NA,NA,NA,NA,NA,NA
2006,guq.27.nea,elasmobranch,Advice,NA,NA,F,SSB,846,NA,NA,2019,NA,NA,NA,NA,NA,NA
2007,guq.27.nea,elasmobranch,Advice,NA,NA,F,SSB,310,NA,NA,2019,NA,NA,NA,NA,NA,NA
2008,guq.27.nea,elasmobranch,Advice,NA,NA,F,SSB,168,NA,NA,2019,NA,NA,NA,NA,NA,NA
2009,guq.27.nea,elasmobranch,Advice,NA,NA,F,SSB,164,NA,NA,2019,NA,NA,NA,NA,NA,NA
2010,guq.27.nea,elasmobranch,Advice,NA,NA,F,SSB,134,NA,NA,2019,NA,NA,NA,NA,NA,NA
2011,guq.27.nea,elasmobranch,Advice,NA,NA,F,SSB,3,NA,NA,2019,NA,NA,NA,NA,NA,NA
2012,guq.27.nea,elasmobranch,Advice,NA,NA,F,SSB,2,NA,NA,2019,NA,NA,NA,NA,NA,NA
2013,guq.27.nea,elasmobranch,Advice,NA,NA,F,SSB,0,NA,NA,2019,NA,NA,NA,NA,NA,NA
2014,guq.27.nea,elasmobranch,Advice,NA,NA,F,SSB,33,NA,NA,2019,NA,NA,NA,NA,NA,NA
2015,guq.27.nea,elasmobranch,Advice,NA,NA,F,SSB,10,NA,NA,2019,NA,NA,NA,NA,NA,NA
2016,guq.27.nea,elasmobranch,Advice,NA,NA,F,SSB,0,NA,NA,2019,NA,NA,NA,NA,NA,NA
2017,guq.27.nea,elasmobranch,Advice,NA,NA,F,SSB,7,NA,NA,2019,NA,NA,NA,NA,NA,NA
2018,guq.27.nea,elasmobranch,Advice,NA,NA,F,SSB,2,NA,NA,2019,NA,NA,NA,NA,NA,NA
2006,gur.27.3-8,demersal,Advice,NA,NA,F,SSB,5045,NA,NA,2019,NA,NA,NA,NA,NA,NA
2007,gur.27.3-8,demersal,Advice,NA,NA,F,SSB,5049,NA,NA,2019,NA,NA,NA,NA,NA,NA
2008,gur.27.3-8,demersal,Advice,NA,NA,F,SSB,4663,NA,NA,2019,NA,NA,NA,NA,NA,NA
2009,gur.27.3-8,demersal,Advice,NA,NA,F,SSB,3966,NA,NA,2019,NA,NA,NA,NA,NA,NA
2010,gur.27.3-8,demersal,Advice,NA,NA,F,SSB,4278,NA,NA,2019,NA,NA,NA,NA,NA,NA
2011,gur.27.3-8,demersal,Advice,NA,NA,F,SSB,4029,NA,NA,2019,NA,NA,NA,NA,NA,NA
2012,gur.27.3-8,demersal,Advice,NA,NA,F,SSB,3629,NA,NA,2019,NA,NA,NA,NA,NA,NA
2013,gur.27.3-8,demersal,Advice,NA,NA,F,SSB,4598,NA,NA,2019,NA,NA,NA,NA,NA,NA
2014,gur.27.3-8,demersal,Advice,NA,NA,F,SSB,4946,NA,NA,2019,NA,NA,NA,NA,NA,NA
2015,gur.27.3-8,demersal,Advice,NA,NA,F,SSB,3744,NA,NA,2019,NA,NA,NA,NA,NA,NA
2016,gur.27.3-8,demersal,Advice,NA,NA,F,SSB,3526,NA,NA,2019,NA,NA,NA,NA,NA,NA
2017,gur.27.3-8,demersal,Advice,NA,NA,F,SSB,3311,NA,NA,2019,NA,NA,NA,NA,NA,NA
2018,gur.27.3-8,demersal,Advice,NA,NA,F,SSB,4018,NA,NA,2019,NA,NA,NA,NA,NA,NA
1978,hke.27.3a46-8abd,demersal,Advice,0.54,71702,F,SSB,50551,50551,NA,2019,0.84,0.6,56000,40000,0.27,56000
1979,hke.27.3a46-8abd,demersal,Advice,0.58,91895,F,SSB,51096,51096,NA,2019,0.84,0.6,56000,40000,0.27,56000
1980,hke.27.3a46-8abd,demersal,Advice,0.68,94241,F,SSB,57265,57265,NA,2019,0.84,0.6,56000,40000,0.27,56000
1981,hke.27.3a46-8abd,demersal,Advice,0.69,80167,F,SSB,53918,53918,NA,2019,0.84,0.6,56000,40000,0.27,56000
1982,hke.27.3a46-8abd,demersal,Advice,0.72,64406,F,SSB,54994,54994,NA,2019,0.84,0.6,56000,40000,0.27,56000
